trial	onset	masked	operant	practice	catch	contrast	stimulus_position	event_t	event_angle	resp_angle	overest_t	overest_angle	initial_offset_angle	aware
1	2900.016772031784	False	True	True	False	0.11033318939921175	upper_left	7.428317070007324	-4.152898386929843	-4.292721408134505	0.05696902395587797	0.13982302120466183	1.0137305312853568	n/a
2	2963.1063499450684	False	True	True	False	0.11033318939921175	upper_left	4.7969069480896	-4.4752992088719274	-4.373535599223445	-0.04146222464622116	-0.10176360964848286	-0.8308967093859496	n/a
3	2980.0199389457703	False	True	True	False	0.11033318939921175	upper_left	3.256230115890503	-1.6499195630143415	-1.4916427664785228	-0.06448776843628977	-0.1582767965358185	-0.8480146003171762	n/a
4	2995.5841829776764	False	True	True	False	0.11033318939921175	upper_left	3.173065185546875	-5.2107627496946725	-5.379811643593219	0.06887671574571777	0.16904889389854638	0.8433784261059364	n/a
5	3011.1802339553833	False	True	True	False	0.11033318939921175	upper_left	3.0117299556732178	-3.0670602833827108	-3.1289160860981395	0.025202321308358592	0.06185580271542879	1.0303385182591838	n/a
6	3029.8252160549164	False	True	False	False	0.11033318939921175	upper_left	4.64355206489563	-1.4045832219808432	-1.4380590566669107	0.013639282084901816	0.03347583468606752	-0.8495536138412351	n/a
7	3044.8249270915985	False	True	False	False	0.11033318939921175	upper_left	3.9651541709899902	-1.5186565464978576	-1.4891524877346582	-0.012021034991198554	-0.029504058763199392	0.9130769925853258	n/a
8	3058.5534880161285	False	True	False	False	0.11033318939921175	upper_left	4.5699169635772705	-1.6374093386903654	-1.7067744281969486	0.02826187999484015	0.06936508950658293	0.8387515369217134	n/a
9	3073.1328999996185	False	True	False	False	0.11033318939921175	upper_left	3.4191370010375977	-1.4999904194097216	-1.5079606383865465	0.0032473593540774805	0.007970218976824928	0.8756027148453014	n/a
10	3086.9274320602417	False	True	False	False	0.11033318939921175	upper_left	3.0565950870513916	-1.7122166345823695	-1.6636363173199082	-0.01979340193099061	-0.04858031726246104	-0.8718081554689413	n/a
11	3111.364823102951	False	True	False	False	0.11033318939921175	upper_left	3.165451765060425	-1.7162563323448081	-1.7328335866609235	0.006754181036291197	0.016577254316115564	0.8792675258090962	n/a
12	3125.026311159134	False	True	False	False	0.11033318939921175	upper_left	3.4825260639190674	-1.505385181214332	-1.549226821622244	0.01786269128749205	0.04384164040791205	0.8458672165657569	n/a
13	3138.7213599681854	False	True	False	False	0.11033318939921175	upper_left	2.6272120475769043	-1.6881125690770558	-1.6144961327003047	-0.02999403453995508	-0.07361643637675108	0.816063137713399	n/a
14	3151.048362016678	False	True	False	False	0.11033318939921175	upper_left	4.3733320236206055	-1.8233103480097217	-1.8245161503998355	0.0004912880915933949	0.0012058023901140302	0.8700952851289275	n/a
15	3165.8604741096497	False	True	False	False	0.11033318939921175	upper_left	3.892439126968384	-1.5774478721700085	-1.639000903979574	0.0250789613434497	0.06155303180956562	0.8895150566795288	n/a
16	3179.939558029175	False	True	False	False	0.11033318939921175	upper_left	3.0263381004333496	-2.833355175984315	-2.802764212624178	-0.012463879763734727	-0.030590963360137113	0.8712124351214946	n/a
17	3193.1342329978943	False	True	False	False	0.11033318939921175	upper_left	4.042449951171875	-1.4692739750492034	-1.5442592988075867	0.030551769434861764	0.07498532375838352	-0.9524223344289823	n/a
18	3207.74609708786	False	True	False	False	0.11033318939921175	upper_left	3.49879789352417	-1.550588857645514	-1.5510764611429249	0.00019866753761748745	0.00048760349741083786	-0.982235307744237	n/a
19	3221.37624502182	False	True	False	False	0.11033318939921175	upper_left	2.7038769721984863	-2.213806606637678	-2.2808746037933236	0.027325960372721173	0.06706799715564582	-0.8831457763108337	n/a
20	3233.985106945038	False	True	False	False	0.11033318939921175	upper_left	4.306233167648315	-1.5856739246801954	-1.8058353132173925	0.08970181955499588	0.22016138853719713	0.9824795491651415	n/a
21	3250.348480939865	False	True	False	False	0.11033318939921175	upper_left	2.77651309967041	-2.1105708433982957	-2.109019218018844	-0.0006321890533544992	-0.0015516253794518597	0.9894352527778054	n/a
