trial	onset	contrast	stimulus_position	response	correct	logC_5th_perc	logC_mean	logC_95th_perc
1	135.30955696105957	1.0	lower_right	right	True	-1.3274433268132002	-0.5	0.3174433268131992
2	146.30693101882935	0.30902954325135906	lower_left	left	True	-1.372925178835807	-0.6068520372344228	0.19120468804255386
3	151.9949951171875	0.3311311214825911	upper_left	left	True	-1.463163977906968	-0.7235382172065671	0.11131436054810795
4	157.78325510025024	0.26915348039269155	lower_left	left	True	-1.5272280164519425	-0.8423259903350495	-0.005211250508043663
5	164.27239394187927	0.1445439770745927	lower_right	left	False	-1.5832483181094696	-0.9509079815589113	-0.14181445607839543
6	171.22820901870728	0.251188643150958	lower_left	right	False	-1.1901521475557155	-0.7575329570929527	-0.004813816178526831
7	177.7334749698639	1.0	lower_left	left	True	-1.0017010805000028	-0.5656301214342293	0.15324979261817184
8	185.2068841457367	1.0	upper_right	right	True	-1.0084844667825266	-0.6300975752018045	-0.012413816609196326
9	190.96138501167297	0.5754399373371569	upper_left	left	True	-1.0129368055979935	-0.6739056403232179	-0.1855546916578122
10	196.53271198272705	0.30902954325135906	lower_right	right	True	-1.0213909278517077	-0.7244856179656095	-0.3107305939747778
11	202.27091598510742	0.23988329190194904	lower_left	right	False	-1.039116982607473	-0.7704522649125845	-0.37506196715696877
12	208.9766550064087	0.20892961308540398	upper_left	left	True	-0.9811255900759611	-0.7082160799774878	-0.31064764793740984
13	215.5822639465332	0.19054607179632474	lower_left	left	True	-0.9949236447126386	-0.7293170121079607	-0.33639538232720745
14	221.67071509361267	1.0	lower_right	right	True	-1.0066716854315412	-0.7472717011409375	-0.35761608823137137
15	227.30879998207092	0.3311311214825911	lower_left	left	True	-1.0077396989676455	-0.7627826677348444	-0.41948350313215566
16	233.5307331085205	0.19952623149688797	upper_left	left	True	-1.0191565390787634	-0.8003599574873981	-0.47004578462030017
17	239.3529670238495	0.1778279410038923	upper_left	left	True	-1.0303304772880246	-0.8191389889039529	-0.49139436561259464
18	245.57460594177246	0.28183829312644537	upper_left	left	True	-1.0397852108311327	-0.8339870552337747	-0.5089221435456109
19	251.1623890399933	0.23988329190194904	lower_right	right	True	-1.0497731529538799	-0.863698085535894	-0.5614816749834293
20	256.767138004303	0.1479108388168207	lower_left	right	False	-1.0598684792246442	-0.8872132879330774	-0.6078438424241519
21	262.7054970264435	0.18620871366628675	upper_right	right	True	-1.0508279690024107	-0.8760326884904353	-0.5903093826759919
22	268.7940101623535	0.2570395782768864	upper_left	left	True	-1.0592692681936842	-0.8908544958652203	-0.6180580917951902
23	274.5488610267639	0.5011872336272722	upper_left	left	True	-1.067357422167794	-0.9126239220818968	-0.6733226605358698
24	280.3204519748688	0.12022644346174131	lower_right	right	True	-1.0680898259037117	-0.9211966495774555	-0.7157133429742266
25	286.3755531311035	0.12022644346174131	upper_left	left	True	-1.071372755893881	-0.9252635856301631	-0.7223657101322841
26	292.2638339996338	0.1318256738556407	upper_right	right	True	-1.0749785476177345	-0.9293976151178068	-0.7291025038430471
27	299.47000217437744	0.12022644346174131	upper_right	left	False	-1.0792551688927663	-0.9348847036117769	-0.7380081254661525
28	305.49214911460876	0.12589254117941673	upper_right	right	True	-1.0748029466689297	-0.9298967196303425	-0.7305288797298938
29	312.330904006958	0.1380384264602885	upper_left	right	False	-1.0785835319767298	-0.9346670424106787	-0.7382238153536259
30	319.67046093940735	0.1479108388168207	lower_right	left	False	-1.0713582503458923	-0.9267779082888998	-0.7260847496738894
31	325.9093220233917	0.16595869074375605	lower_right	left	False	-1.0631987825355558	-0.9172752594904003	-0.7112055838133112
32	331.8975009918213	0.18197008586099836	upper_right	left	False	-1.051988741200196	-0.9038976277187615	-0.6897430863537757
33	337.7190201282501	0.22387211385683395	upper_right	left	False	-1.0382813395009274	-0.886690896502154	-0.6616517706170265
34	343.52449202537537	0.21877616239495523	lower_right	right	True	-1.0142132086765836	-0.8546785430151735	-0.6101632621802247
35	349.4290120601654	0.20417379446695297	upper_left	right	False	-1.021623040395123	-0.8696343634788289	-0.6390010242251147
36	356.0679249763489	0.16218100973589297	upper_right	right	True	-1.0063463506034898	-0.8484498804799048	-0.6046198956954782
37	362.25648498535156	0.20892961308540398	lower_right	left	False	-1.01060255644424	-0.8556843089626105	-0.617058301939027
38	368.16152811050415	0.19952623149688797	lower_left	left	True	-0.9954515607770024	-0.8340512126181125	-0.5829994180711886
39	374.16661405563354	0.16595869074375605	upper_left	left	True	-1.0016919777127917	-0.8458115846515046	-0.6037296960171179
40	379.90478801727295	0.2290867652767773	lower_right	right	True	-1.0062534497158904	-0.8532233659966197	-0.6166817460602306
41	385.81015396118164	0.20892961308540398	upper_right	left	False	-1.0131880405198346	-0.8681775404952411	-0.6473527736147863
42	392.0317270755768	1.0	lower_left	left	True	-0.9988160231009358	-0.847538476904965	-0.6122688580940622
43	397.73657512664795	0.16982436524617442	upper_right	left	False	-0.9989088016151728	-0.8498223757899538	-0.6208482981934758
44	403.8584339618683	0.2754228703338166	lower_left	left	True	-0.992482789475325	-0.8405048701550302	-0.6062448399394516
45	409.47981309890747	0.20417379446695297	lower_right	right	True	-0.9991049429793053	-0.8580716433678155	-0.6441111682817374
46	415.10127210617065	0.4168693834703354	lower_left	left	True	-1.0048855899546671	-0.8685563315451583	-0.6646232503485245
47	420.87282514572144	0.13489628825916536	upper_left	right	False	-1.0065834899423445	-0.8796437630132156	-0.704612661531286
48	426.79462695121765	0.13489628825916536	lower_right	right	True	-1.003927869254969	-0.8760953075653339	-0.6989825622688959
49	432.99969816207886	0.1548816618912481	upper_left	right	False	-1.0060755777614436	-0.8791765079994565	-0.7040764909305834
50	438.8046519756317	0.18197008586099836	upper_right	right	True	-1.0016535185770792	-0.8734675833446333	-0.6948295777920572
51	444.6764221191406	0.1318256738556407	lower_left	right	False	-1.0060962641888156	-0.8804423080249836	-0.7074265449085767
52	450.2310121059418	0.16982436524617442	upper_right	right	True	-1.0036772867951467	-0.8772181606467544	-0.702203218316036
53	456.85332107543945	0.1380384264602885	upper_right	left	False	-1.0073362314953518	-0.8830386412892313	-0.7124846950489486
54	462.87505197525024	0.1479108388168207	upper_left	right	False	-1.004598379794206	-0.8792659431222131	-0.7063377956457007
55	468.513170003891	0.251188643150958	upper_left	right	False	-1.0008421779902479	-0.8745202104444805	-0.6986718020101423
56	474.2346489429474	0.1445439770745927	upper_right	right	True	-0.9800230834598789	-0.8458380250930934	-0.6513644750736852
57	479.856085062027	0.251188643150958	upper_left	right	False	-0.982590265553468	-0.8493311531367442	-0.6573156750079575
58	485.5448679924011	0.18620871366628675	upper_right	right	True	-0.963648331820205	-0.8225919142607938	-0.613859216493474
