trial	onset	contrast	stimulus_position	response	correct	logC_5th_perc	logC_mean	logC_95th_perc
27	250.84629607200623	0.24547089156850305	upper_left	right	False	-0.8249025218063012	-0.6341673920548159	-0.3706699821938825
28	256.9347929954529	0.3801893963205612	lower_right	right	True	-0.8170642431657528	-0.6225556171107689	-0.3622198406745023
29	262.85693407058716	0.2344228815319922	lower_right	right	True	-0.8264399006407934	-0.6464248731752843	-0.3838734687820847
30	268.8281910419464	0.30902954325135906	lower_right	right	True	-0.8307855532782813	-0.6544208830469517	-0.3906173410553552
31	274.7831950187683	0.2137962089502232	lower_right	right	True	-0.8385275119261342	-0.6704673478858452	-0.40550991723466434
32	280.6881868839264	0.23988329190194904	upper_left	right	False	-0.8423683094996511	-0.6766685065079451	-0.411210156929006
33	286.609885931015	0.5011872336272722	upper_right	right	True	-0.8351171061369996	-0.6657979589309432	-0.40183302460823406
34	292.3814160823822	0.23988329190194904	upper_right	left	False	-0.8402764259312021	-0.6900427637282468	-0.43649841229437814
35	298.43654799461365	0.35481338923357547	upper_left	right	False	-0.8340845445588692	-0.6805000820462453	-0.42685507905297027
36	304.22486901283264	0.26915348039269155	upper_left	right	False	-0.812128111393448	-0.6450811025077862	-0.3946939364551717
37	310.17982292175293	0.23988329190194904	upper_left	right	False	-0.8047175160215935	-0.6323009139067575	-0.38414643565715956
38	316.10145807266235	0.3801893963205612	lower_left	right	False	-0.7996061697348071	-0.6239971220866193	-0.3775290899835802
39	322.03996300697327	0.3019951720402016	lower_right	right	True	-0.7772948676686582	-0.5856976442760067	-0.34799353136543576
40	327.8447380065918	0.35481338923357547	lower_right	left	False	-0.7831689779596946	-0.5975889323423543	-0.35778035086318327
41	333.71637892723083	0.31622776601683794	lower_right	right	True	-0.7666884818077782	-0.5702274713708919	-0.3368779923469295
42	339.621376991272	0.2754228703338166	upper_right	right	True	-0.7729646995479684	-0.5828134594964514	-0.34736733117785934
43	345.4596359729767	0.3467368504525316	lower_right	right	True	-0.7775275266504793	-0.5917709564192221	-0.35461475999968545
44	351.23117995262146	0.4786300923226383	lower_left	right	False	-0.7844860493500936	-0.6078926609595864	-0.3689128014612923
45	357.2529549598694	0.31622776601683794	lower_left	right	False	-0.7427889492249609	-0.5386475107783351	-0.31434143843531237
46	363.14173889160156	0.31622776601683794	upper_left	left	True	-0.7332392027472463	-0.5254299507276784	-0.30351910354552103
47	369.36319398880005	0.36307805477010135	lower_left	right	False	-0.7392832715287454	-0.5353380763238892	-0.31238221853843984
48	375.36825489997864	0.3467368504525316	lower_right	right	True	-0.7244292515529609	-0.5152095366821273	-0.2954275358099041
49	381.17315888404846	0.35481338923357547	upper_left	left	True	-0.7317599438326792	-0.5269445844313532	-0.3065133742347165
50	386.99473905563354	0.40738027780411273	upper_left	right	False	-0.7391230133557743	-0.5400235976120287	-0.31863662175466956
51	392.9497900009155	0.37153522909717257	upper_right	right	True	-0.7180689096618385	-0.5111147135681919	-0.29396945921470674
52	399.004921913147	0.5370317963702527	upper_right	left	False	-0.7262303472051324	-0.5242539673706864	-0.3069250098069223
53	404.9432590007782	0.44668359215096315	upper_left	left	True	-0.674962283277277	-0.4673579762219966	-0.25093261020801283
54	410.881628036499	0.5248074602497725	upper_right	right	True	-0.6865962013995373	-0.48174469529147196	-0.2701711171319655
55	416.9200780391693	0.46773514128719823	upper_right	left	False	-0.6981395715225917	-0.5015899548743763	-0.29659222983463596
56	422.89208006858826	0.3801893963205612	upper_left	left	True	-0.6701612771106875	-0.47266007133292637	-0.26644367475357944
57	428.7633969783783	0.3311311214825911	upper_left	right	False	-0.6783592912906161	-0.4818855537279598	-0.27792634493055723
58	434.7017750740051	0.40738027780411273	lower_left	left	True	-0.6701683933483739	-0.47406837382116723	-0.2693302085872814
59	440.85694789886475	0.5011872336272722	lower_right	right	True	-0.6791984235875104	-0.4849713108716993	-0.2829391870589818
60	446.6785669326782	0.436515832240166	lower_left	left	True	-0.6896554469926444	-0.5021864440441435	-0.3051798339934379
61	453.43426609039307	0.3467368504525316	lower_left	right	False	-0.6982065779576518	-0.5162636427466237	-0.32103125690658263
62	459.6895709037781	0.6165950018614821	lower_right	right	True	-0.6896691016314018	-0.5055081417458137	-0.3109215790919735
63	465.5111539363861	0.32359365692962827	upper_right	right	True	-0.6978304665168382	-0.5260885422438517	-0.33979300542009194
64	471.54957604408264	0.38904514499428056	upper_right	right	True	-0.702093610857263	-0.5328486659792114	-0.3460303340592003
65	477.404522895813	0.36307805477010135	upper_right	right	True	-0.7080880188826073	-0.5439322749543822	-0.35697448074115745
66	483.1931400299072	0.28840315031266056	upper_right	right	True	-0.713268582018094	-0.5535979257439266	-0.36620140752010033
67	489.0310468673706	0.42657951880159267	upper_left	right	False	-0.7162399452074525	-0.5589035844866701	-0.37112627640067897
68	495.05287194252014	0.38904514499428056	upper_left	right	False	-0.700959600639595	-0.53522276104111	-0.3505143502244033
69	500.87433099746704	0.40738027780411273	lower_right	right	True	-0.6899380005051333	-0.5198638107351274	-0.3365532003629841
70	506.7460250854492	0.3311311214825911	lower_right	right	True	-0.6966210677723477	-0.5311112359858906	-0.34829072761259977
71	512.5175359249115	0.3311311214825911	lower_right	right	True	-0.7005609369193551	-0.5380552552092217	-0.35485457712597834
72	518.3057889938354	0.30902954325135906	lower_left	right	False	-0.7048504522408482	-0.545170834912726	-0.3617020772498525
73	524.0943610668182	0.38904514499428056	lower_left	right	False	-0.6998976995542245	-0.5379910233679042	-0.355266656800556
74	529.8488969802856	0.38904514499428056	lower_right	right	True	-0.689536460998371	-0.522953233599665	-0.34176188023176646
75	535.6537780761719	0.46773514128719823	upper_right	right	True	-0.6954936688589856	-0.5328968120042462	-0.35191487484141465
76	541.6088778972626	0.3801893963205612	lower_left	left	True	-0.7021223383466001	-0.5474561863730547	-0.36781482547108596
77	547.630558013916	0.31622776601683794	upper_left	left	True	-0.7070532615836722	-0.5572378596407725	-0.3775671185009245
78	553.5022208690643	0.28840315031266056	lower_right	right	True	-0.7099859454502813	-0.5634377277417051	-0.38346446456925304
79	558.9568228721619	0.4570881896148751	lower_right	right	True	-0.7127828352500227	-0.5682603365562415	-0.3881081524031879
80	564.7785310745239	0.33884415613920255	upper_left	right	False	-0.7180762624320594	-0.5821630425775468	-0.4036381098450343
81	570.9169299602509	0.29512092266663853	upper_right	right	True	-0.7126128181575515	-0.5721328801813359	-0.39424256779402694
82	577.072144985199	0.30902954325135906	lower_right	right	True	-0.7152310487203217	-0.5771865201082736	-0.3993415930004268
83	582.5935289859772	0.29512092266663853	upper_right	right	True	-0.7178949242833446	-0.5829646191246701	-0.4049868076452691
84	588.3483769893646	0.28840315031266056	upper_right	left	False	-0.7200919359565379	-0.5880524272663903	-0.4103198542993553
85	594.2199828624725	0.33884415613920255	upper_left	right	False	-0.7173211164847109	-0.5823190252193231	-0.40462860908507625
86	600.1907088756561	0.33884415613920255	lower_right	right	True	-0.7118342270561454	-0.572423091120646	-0.3953114585774142
87	606.1967689990997	0.38904514499428056	lower_left	right	False	-0.7154052956705156	-0.5796909111579671	-0.40273684412945626
88	612.101765871048	0.5011872336272722	lower_right	right	True	-0.7066811718980858	-0.5640459154159919	-0.3881736717786129
89	617.8899838924408	0.5495408738576245	lower_right	right	True	-0.7118817099759505	-0.5788338149490962	-0.4057162061391048
90	623.6452529430389	0.2754228703338166	lower_right	right	True	-0.7164544258629646	-0.5934721391431794	-0.4254504240677267
91	629.3996858596802	0.2630267991895382	lower_right	right	True	-0.7181347999995933	-0.597155839594116	-0.42960185834560805
92	635.2046160697937	0.30902954325135906	upper_left	right	False	-0.7195288804681464	-0.6003588896742619	-0.4329764474518175
93	641.3264660835266	0.2754228703338166	upper_left	left	True	-0.7164037563109458	-0.5938840447265739	-0.4261630477443712
94	647.7986218929291	0.28183829312644537	upper_left	right	False	-0.7180756983554611	-0.5975514003113287	-0.43030806953490913
95	653.5534460544586	0.2754228703338166	lower_left	left	True	-0.7157335680424071	-0.5928788235430352	-0.42527423912562
96	659.8754658699036	0.3019951720402016	upper_right	right	True	-0.7174399524181145	-0.5965361382146059	-0.4293851590446643
97	665.6803770065308	0.31622776601683794	upper_left	left	True	-0.719444273669149	-0.6012837495042546	-0.43457257003525857
98	671.5686709880829	0.28183829312644537	upper_right	right	True	-0.7220936910589955	-0.606617950646787	-0.44094632033937275
99	677.5237250328064	0.26915348039269155	lower_left	right	False	-0.7240683408450463	-0.6104554228442598	-0.4453757030401148
100	686.614758014679	0.251188643150958	lower_right	right	True	-0.7218379068973956	-0.6065269994283767	-0.4410411315286142
