trial	onset	contrast	stimulus_position	response	correct	logC_5th_perc	logC_mean	logC_95th_perc
49	350.03954792022705	0.2754228703338166	lower_left	left	True	-0.9822203071900278	-0.6978866791246648	-0.4478979284267785
50	356.21129298210144	0.2290867652767773	lower_left	right	False	-0.9923070170747662	-0.7362121694799426	-0.46198870853232993
51	362.4834020137787	0.2630267991895382	lower_right	left	False	-0.9736420481754335	-0.6898650161555318	-0.44736809789621196
52	368.6053190231323	0.28840315031266056	upper_left	right	False	-0.9421306905865722	-0.6370012517280245	-0.43194962004592397
53	375.2942850589752	0.28183829312644537	upper_left	left	True	-0.8880084460832717	-0.597371256561782	-0.41965050104876517
54	381.4499170780182	0.28183829312644537	lower_left	right	False	-0.9110163127244806	-0.6121362272573859	-0.4258464392237634
55	387.42122507095337	0.33884415613920255	lower_right	right	True	-0.8437704068205985	-0.587867899232453	-0.41719886597152844
56	393.2093870639801	0.2754228703338166	upper_left	right	False	-0.8851045371006656	-0.6032764925284776	-0.4260138628923132
57	399.448077917099	0.2754228703338166	upper_right	left	False	-0.8039653892448511	-0.5861002519983488	-0.4192295143333447
58	405.28633999824524	0.3019951720402016	upper_left	right	False	-0.7351144315676055	-0.5752793338893747	-0.4136052861011558
59	411.15790700912476	0.3019951720402016	upper_right	right	True	-0.7107075967547188	-0.5653934031162998	-0.40722011571394634
60	417.07962012290955	0.30902954325135906	lower_right	right	True	-0.7210552200369249	-0.5713359835917639	-0.4122896859028561
61	422.801157951355	0.29512092266663853	upper_right	right	True	-0.7371010020272557	-0.5784212807564892	-0.41793620040953366
62	428.47257590293884	0.2754228703338166	upper_left	right	False	-0.7635753406274883	-0.5857770195975042	-0.42308682695162547
63	434.544429063797	0.29512092266663853	upper_left	left	True	-0.7300172987565834	-0.5770956067286582	-0.41806204398636104
64	440.96688890457153	0.31622776601683794	upper_left	left	True	-0.7484742910596379	-0.5838145474966877	-0.4230611378247456
65	446.8381440639496	0.2754228703338166	lower_right	right	True	-0.7878610098440089	-0.592822522793124	-0.42968439973869443
66	452.70975613594055	0.32359365692962827	upper_right	right	True	-0.8298143560712745	-0.6006402830547005	-0.434226183680385
67	459.0151529312134	0.28840315031266056	upper_right	right	True	-0.8625192872974612	-0.6133784266423215	-0.4421244681693205
68	464.8367600440979	0.28183829312644537	lower_left	right	False	-0.8808247738505126	-0.6257468734147572	-0.4486353135179918
69	470.8417999744415	0.2754228703338166	upper_right	right	True	-0.8397116100376014	-0.6073759233365078	-0.44067349187390653
70	476.59661293029785	0.26915348039269155	lower_left	left	True	-0.8619471603953754	-0.6168626233321157	-0.44578979817608666
71	482.60178899765015	0.23988329190194904	lower_left	left	True	-0.8775179472401914	-0.6274113668298371	-0.4512958145695178
72	488.5567650794983	0.31622776601683794	upper_right	right	True	-0.8877441402811211	-0.6367306158111219	-0.4555012754265801
73	494.34496212005615	0.24547089156850305	lower_left	right	False	-0.9000820231362765	-0.6554322180632768	-0.46516474819153714
74	500.7172780036926	0.24547089156850305	upper_right	right	True	-0.8851858445886953	-0.6386023593638849	-0.45852205154686965
75	506.40514397621155	0.2630267991895382	lower_left	right	False	-0.8942029326957543	-0.6495010594494076	-0.46345765514305803
76	512.4603099822998	0.2344228815319922	upper_left	left	True	-0.8738380105804016	-0.6306163982418042	-0.4556161541084571
77	518.381954908371	0.5754399373371569	upper_left	left	True	-0.8830907484274049	-0.6390394775271466	-0.45980346753948254
78	524.103492975235	0.2754228703338166	lower_right	left	False	-0.8890455729124722	-0.6561571679723341	-0.479876951132292
79	529.8916869163513	0.2570395782768864	upper_right	right	True	-0.8655090486091749	-0.6365333070515597	-0.47133015764172054
80	535.6299419403076	0.2754228703338166	upper_right	right	True	-0.8767361027654693	-0.6459045191173773	-0.47606200062929455
81	541.4018750190735	0.2344228815319922	lower_right	right	True	-0.8872905336811989	-0.6583426765074949	-0.48247483272072106
82	547.4231441020966	0.3467368504525316	upper_right	right	True	-0.894225373403186	-0.6680671610290847	-0.48701058333465147
83	553.1946721076965	0.2344228815319922	lower_left	left	True	-0.903400075490804	-0.6897716286472726	-0.49978574907769047
84	558.9829230308533	0.2754228703338166	lower_left	right	False	-0.90852295861897	-0.7019645991685215	-0.5054531674273244
85	565.004772901535	0.21877616239495523	lower_left	left	True	-0.8926638428976508	-0.673616900424847	-0.4931404169045948
86	571.2933881282806	0.46773514128719823	upper_left	left	True	-0.897702107143433	-0.6823825655237447	-0.49728301947763776
87	577.0482120513916	0.21877616239495523	lower_right	right	True	-0.9033245348424838	-0.704018782374151	-0.5158667310816716
88	582.9366800785065	0.20892961308540398	upper_left	right	False	-0.907414588359071	-0.7139472688703934	-0.5209790247015587
89	588.7080900669098	0.21877616239495523	upper_right	right	True	-0.902037664765166	-0.7027024729555251	-0.5156085177827329
90	594.4129159450531	0.2344228815319922	lower_right	right	True	-0.9062662696715917	-0.7124759737788461	-0.5206753038448652
91	600.2845709323883	0.2630267991895382	upper_right	right	True	-0.9104563716968134	-0.7247199384451581	-0.527031188157703
92	606.8559260368347	0.26915348039269155	lower_left	right	False	-0.9157029648515438	-0.7411524066479094	-0.536533549909188
93	612.6616559028625	0.2137962089502232	upper_right	right	True	-0.9040331394938659	-0.7120540569119975	-0.5219499954444455
94	618.4165449142456	0.23988329190194904	upper_left	left	True	-0.9075881666556582	-0.7214422071044371	-0.5268005864559383
95	624.304878950119	0.24547089156850305	upper_left	left	True	-0.9118546082098818	-0.7344761582305976	-0.5340513382718853
96	630.1765079498291	0.22387211385683395	lower_right	right	True	-0.916139037634073	-0.7486491155199702	-0.5425468363710257
97	636.0313811302185	0.2570395782768864	upper_right	right	True	-0.9191002817667586	-0.760281749837519	-0.5499509405268762
98	641.7367329597473	0.251188643150958	lower_right	right	True	-0.9231236415928157	-0.7760312631477624	-0.5610638725518577
99	647.657956123352	0.2344228815319922	lower_left	right	False	-0.9265050765931799	-0.7906668417980118	-0.5726295197796551
100	653.4627859592438	0.26915348039269155	upper_right	left	False	-0.9205523546033986	-0.7717013649420121	-0.5592453220961925
