trial	onset	masked	operant	practice	catch	contrast	stimulus_position	event_t	event_angle	resp_angle	overest_t	overest_angle	initial_offset_angle	aware
1	2503.540199995041	False	False	True	False	0.0	upper_right	3.426814079284668	-5.295070747039297	-5.093971052269545	-0.08193538682080619	-0.2010996947697521	-0.9401820114171195	n/a
2	2520.0791029930115	False	False	True	False	0.0	upper_right	3.390636920928955	-4.902453448714265	-4.791824743040373	-0.045074189710997276	-0.11062870567389194	0.8592113301620552	n/a
3	2535.108204126358	False	False	True	False	0.0	upper_right	4.252508163452148	-5.052784128475557	-5.512917321772895	0.1874751288164606	0.46013319329733804	0.9756728241635655	n/a
4	2553.105236053467	False	False	True	False	0.0	upper_right	4.380327939987183	-4.784812364657998	-4.66484281527531	-0.048879991820190816	-0.119969549382688	0.9912706369017127	n/a
5	2569.854399204254	False	False	True	False	0.0	upper_right	3.900300979614258	-5.548801317762649	-5.362935598241372	-0.07572850691364612	-0.18586571952127695	0.9958075755248632	n/a
6	2590.7510612010956	False	False	False	False	0.0	upper_right	6.8915650844573975	-0.19975540340947973	-0.04799114169827367	-0.061834323036238106	-0.15176426171120605	-0.9036145203541123	n/a
7	2608.8200631141663	False	False	False	False	0.0	upper_right	4.4273600578308105	-2.6192518527424937	-2.513737099383636	-0.042990578089432054	-0.10551475335885785	0.8602333009986094	n/a
8	2626.335671186447	False	False	False	False	0.0	upper_right	4.028291940689087	-5.045429610774064	-4.637947314823488	-0.16602322335480005	-0.40748229595057595	0.8799483786193346	n/a
9	2639.8295850753784	False	False	False	False	0.0	upper_right	4.9255290031433105	-6.234197808974223	-6.216927425494216	-0.007036587263835353	-0.017270383480006757	0.8088044700289664	n/a
10	2656.260196208954	False	False	False	False	0.0	upper_right	4.348542928695679	-4.823046594923728	-4.581768923246161	-0.09830536730928179	-0.24127767167756708	-0.8693244187515929	n/a
11	2671.9568450450897	False	False	False	False	0.0	upper_right	5.564730167388916	-3.5362224861202387	-3.0617740237265996	-0.19330769416268	-0.47444846239363914	-0.7956876299756894	n/a
12	2690.356073141098	False	False	False	False	0.0	upper_right	6.269720792770386	-3.0560618614355572	-2.9390421160213305	-0.047678133560395124	-0.11701974541422677	1.0435441412971846	n/a
13	2707.503623008728	False	False	False	False	0.0	upper_right	2.8794801235198975	-5.721932782253449	-5.426607461527991	-0.12032636061095967	-0.2953253207254587	-0.8459563854614247	n/a
14	2720.9314529895782	False	False	False	False	0.0	upper_right	4.329491853713989	-1.8407814002889253	-1.8842506403392396	0.017710961731726607	0.04346924005031427	0.8216959243171844	n/a
15	2737.128401994705	False	False	False	False	0.0	upper_right	4.427789926528931	-1.5757007743790066	-1.3191324064955992	-0.1045353574135403	-0.2565683678834074	0.8394810672799491	n/a
16	2752.011663198471	False	False	False	False	0.0	upper_right	7.121562957763672	-0.6060276917869132	-0.5651808748165392	-0.016642490445836714	-0.04084681697037418	-0.8856775789125502	n/a
17	2769.839509010315	False	False	False	False	0.0	upper_right	5.635440111160278	-3.3695648691274673	-2.876098620483784	-0.20105623736488057	-0.49346624864368316	1.0456993322825323	n/a
18	2786.3872690200806	False	False	False	False	0.0	upper_right	3.5959630012512207	-2.28355632189332	-2.176383978871764	-0.04366594087582928	-0.10717234302155587	-1.027973440013856	n/a
19	2801.832976102829	False	False	False	False	0.0	upper_right	4.487679958343506	-4.771804710194265	-4.518505802189895	-0.10320325961900713	-0.2532989080043695	1.032561148250263	n/a
20	2816.8459842205048	False	False	False	False	0.0	upper_right	4.964786052703857	-5.3556799260284755	-5.452014616102383	0.039250283818209414	0.09633469007390705	-1.0044513165021733	n/a
21	2832.3589470386505	False	False	False	False	0.0	upper_right	5.236401081085205	-4.817527589338899	-4.4302093543789836	-0.15780764580735654	-0.38731823495991513	-0.9932644741371073	n/a
22	2849.190518140793	False	False	False	False	0.0	upper_right	4.7416908740997314	-2.6066643562660428	-2.401051231758559	-0.08377432353263461	-0.20561312450748392	0.831477285964838	n/a
23	2864.7539710998535	False	False	False	False	0.0	upper_right	3.6421799659729004	-5.946859927501313	-5.742812323409222	-0.08313647313232474	-0.2040476040920911	0.8053680729432384	n/a
24	2877.997353076935	False	False	False	False	0.0	upper_right	3.893860101699829	-1.5689196214270424	-1.1491183238463305	-0.17104243616348672	-0.4198012975807117	-0.8135192558793531	n/a
25	2894.277867078781	False	False	False	False	0.0	upper_right	4.458521127700806	-2.8734190687160854	-2.545781421329147	-0.1334915868790545	-0.32763764738693846	-0.9854499070432136	n/a
26	2910.841986179352	False	False	False	False	0.0	upper_right	3.2384989261627197	-3.1742055150399557	-2.9748396384634495	-0.0812289657369592	-0.19936587657650628	0.8865892695492963	n/a
27	2926.0884630680084	False	False	False	False	0.0	upper_right	5.75056791305542	-4.7934606466491925	-4.693953892137805	-0.040542699139888824	-0.09950675451138746	-0.8208817182199611	n/a
28	2942.618309020996	False	False	False	False	0.0	upper_right	4.387381076812744	-0.9621605132999189	-0.6984145115670142	-0.1074597885350794	-0.26374600173290474	-0.9143512433632636	n/a
29	2957.9815142154694	False	False	False	False	0.0	upper_right	6.653676986694336	-2.9026304665542284	-2.573476646920916	-0.13410933102648281	-0.3291538196333126	0.9795616736968432	n/a
30	2974.296070098877	False	False	False	False	0.0	upper_right	3.674287796020508	-3.3265935842023833	-3.000763463163449	-0.132755134391237	-0.3258301210389343	0.9394224361932106	n/a
31	2987.373391151428	False	False	False	False	0.0	upper_right	4.790843963623047	-1.5751122736346979	-1.2785129922311846	-0.12084541888735548	-0.29659928140351344	0.9960945206793633	n/a
32	3003.1031410694122	False	False	False	False	0.0	upper_right	4.338327884674072	-4.803283934403334	-4.788096436648923	-0.006187943272477656	-0.015187497754411083	0.8742167389703409	n/a
33	3017.782394170761	False	False	False	False	0.0	upper_right	4.5566489696502686	-3.4163429842827	-3.62739037666948	0.08598844345602791	0.21104739238678016	0.9240983906486315	n/a
34	3034.1625571250916	False	False	False	False	0.0	upper_right	4.399993896484375	-5.629603720351883	-5.4023598975871545	-0.09258746286106925	-0.22724382276472888	1.031049755616773	n/a
35	3049.5601630210876	False	False	False	False	0.0	upper_right	4.774359941482544	-4.697339486839098	-4.545653167401834	-0.061802566496913416	-0.15168631943726396	0.9125407902285279	n/a
36	3064.1542551517487	False	False	False	False	0.0	upper_right	3.2408790588378906	-6.239234809419312	-6.006121525602053	-0.09497889643494578	-0.23311328381725893	-0.9081684223696445	n/a
37	3078.3836390972137	False	False	False	False	0.0	upper_right	3.96838116645813	-5.523570453428583	-5.338335075075765	-0.07547168281689204	-0.185235378352818	-0.7965123258939554	n/a
38	3094.0798971652985	False	False	False	False	0.0	upper_right	4.3226799964904785	-4.759645693505812	-4.724547658060437	-0.014300226134901782	-0.03509803544537515	0.7898165830850826	n/a
39	3108.7421770095825	False	False	False	False	0.0	upper_right	4.009322881698608	-1.5976546289895666	-1.3880289775445163	-0.08540917408342649	-0.2096256514450503	-0.8641609000749115	n/a
40	3123.1571052074432	False	False	False	False	0.0	upper_right	4.591519117355347	-2.2942760429659206	-2.4948174053239147	0.08170790173096376	0.20054136235799414	0.8855170354650539	n/a
41	3140.118748188019	False	False	False	False	0.0	upper_right	3.8709118366241455	-3.3022384353207057	-2.9993795057036143	-0.12339582901268611	-0.3028589296170914	-0.8445586997213961	n/a
42	3155.732220172882	False	False	False	False	0.0	upper_right	4.4086220264434814	-1.5065641204173756	-1.3382013214638937	-0.0685971755167582	-0.16836279895348216	0.8064988067139066	n/a
43	3170.011381149292	False	False	False	False	0.0	upper_right	4.1450889110565186	-4.132702531772575	-3.691386579178077	-0.1798082952210508	-0.4413159525944983	-0.871771601835581	n/a
44	3186.2245302200317	False	False	False	False	0.0	upper_right	3.6933460235595703	-5.654135844873506	-5.4561939454642525	-0.08064878524411258	-0.19794189940925389	0.9219808312912477	n/a
45	3200.703285217285	False	False	False	False	0.0	upper_right	4.932623863220215	-4.751728586518222	-4.701962997590117	-0.02027632505289535	-0.04976558892810523	1.0192414468718114	n/a
1	3220.358780145645	False	True	True	False	0.07970873501174526	upper_right	5.4201250076293945	-4.68970188666809	-4.684949235548318	-0.001936404271367617	-0.004752651119772189	1.0171799711242793	n/a
2	3241.704689025879	False	True	True	False	0.07970873501174526	upper_right	3.295983076095581	-0.17261503804988987	-5.85032177238937	-0.24669416397754634	-0.6054785728401058	1.0411291165996106	n/a
3	3256.70077419281	False	True	True	False	0.07970873501174526	upper_right	2.9117980003356934	-4.8183092186725345	-4.2948057702945	-0.2132944935296435	-0.5235034483780341	-1.0350210321137154	n/a
4	3273.6145820617676	False	True	True	False	0.07970873501174526	upper_right	7.060135126113892	-5.005222558713861	-4.750346795545324	-0.10384572821143509	-0.25487576316853655	1.0341380034144132	n/a
5	3292.6318662166595	False	True	True	False	0.07970873501174526	upper_right	3.739582061767578	-3.418411118859213	-3.209704313310934	-0.0850348025854147	-0.20870680554827903	0.8713865059148975	n/a
6	3311.96853017807	False	True	False	False	0.07970873501174526	upper_right	5.4306628704071045	-4.851315227859668	-4.641254624835538	-0.08558638929959571	-0.21006060302412966	0.9709150738153861	n/a
7	3328.0442070961	False	True	False	False	0.07970873501174526	upper_right	3.8653690814971924	-4.947658268748008	-5.122295794826999	0.07115372934351658	0.17463752607899075	0.8868771791378312	n/a
8	3342.873164176941	False	True	False	False	0.07970873501174526	upper_right	2.869399070739746	-0.033076951866987336	-0.6998941937012357	0.27168578605267063	0.6668172418342486	0.8119402376874779	n/a
9	3358.353308200836	False	True	False	False	0.07970873501174526	upper_right	2.762428045272827	-5.664353328906155	-5.746650975834471	0.0335310779224909	0.08229764692831587	-0.9229191186896253	n/a
