trial	onset	contrast	stimulus_position	response	correct	logC_5th_perc	logC_mean	logC_95th_perc
22	203.65287017822266	0.16595869074375605	lower_left	left	True	-1.1858248618193992	-0.9702514527691485	-0.6300641089860489
23	210.058336019516	0.10715193052376065	lower_right	left	False	-1.1972614307015825	-0.9968567696891705	-0.6690034789887985
24	216.46376013755798	0.11220184543019636	lower_left	left	True	-1.1879125659721126	-0.984142418810938	-0.6532346591733489
25	223.11940503120422	0.18620871366628675	lower_left	left	True	-1.194771695914705	-0.9954146749829704	-0.6683235816562759
26	229.37527012825012	0.1	lower_left	left	True	-1.2041216593095518	-1.0235737843870836	-0.7217432672668698
27	235.89684915542603	0.1288249551693134	lower_left	left	True	-1.2088785773511233	-1.0315888669286166	-0.7349639324427032
28	242.21890902519226	0.11748975549395298	lower_right	left	False	-1.2168064178641076	-1.046762697552201	-0.7635809857781289
29	248.70774912834167	0.16218100973589297	lower_left	left	True	-1.2047205046083134	-1.0293915484522262	-0.734731242696639
30	255.31336617469788	0.09772372209558107	upper_right	left	False	-1.2130264185829975	-1.0508996349567088	-0.7818649743239281
31	261.6520130634308	0.16218100973589297	upper_left	left	True	-1.2071511531562356	-1.0423190706891754	-0.7663988702136924
32	267.95738220214844	0.08912509381337455	upper_left	left	True	-1.2148284397001754	-1.0622381687492943	-0.8142718097258503
33	273.94579219818115	0.09120108393559097	lower_left	left	True	-1.2178603283147482	-1.0673100428111257	-0.8246934315994281
34	280.0345160961151	0.0933254300796991	lower_left	left	True	-1.2211106734843793	-1.072754272116724	-0.8360433572686414
35	286.139475107193	0.08709635899560805	upper_right	left	False	-1.2248732854699522	-1.0785840000437346	-0.8483850344352433
36	292.3947901725769	0.09120108393559097	lower_right	left	False	-1.220765544779935	-1.0730002581895466	-0.837236623033267
37	298.53356409072876	0.09549925860214359	upper_left	left	True	-1.216539307505957	-1.0665372717856902	-0.824390980454084
38	305.08888721466064	0.10232929922807542	upper_right	left	False	-1.2199251637833322	-1.0726750988428266	-0.8373752628964732
39	311.2440311908722	0.251188643150958	upper_left	right	False	-1.213728096058886	-1.0631245980435289	-0.8184138863392183
40	317.36590003967285	0.1445439770745927	lower_left	right	False	-1.1192659750002245	-0.9005485405067505	-0.5702648094377577
41	323.6545832157135	0.1479108388168207	upper_left	right	False	-1.1020685767250884	-0.8802141704150712	-0.5493261626858045
42	329.74308705329895	0.19952623149688797	upper_left	right	False	-1.0864607873885783	-0.8608033656363617	-0.5296060525513375
43	335.848256111145	0.1778279410038923	upper_left	left	True	-1.0504955512140293	-0.8157221973667912	-0.4842684966769322
44	341.80321407318115	0.38904514499428056	upper_right	right	True	-1.0612431035511256	-0.8337333305843039	-0.5046335785717412
45	347.6582510471344	0.1445439770745927	upper_right	left	False	-1.0665009677000838	-0.864557200969037	-0.5728974880031127
46	354.08032512664795	0.29512092266663853	lower_left	left	True	-1.0567229723476514	-0.8524017724981849	-0.5594179866113685
47	359.5354001522064	0.1318256738556407	lower_right	right	True	-1.0650822140164902	-0.8812183072417447	-0.6124698663734227
48	365.3898801803589	0.21877616239495523	lower_right	right	True	-1.0696457461372144	-0.888107314670718	-0.6215821581396345
49	371.16140604019165	0.19498445997580455	upper_left	left	True	-1.0791233058913576	-0.9091622616290063	-0.6567915139167442
50	377.5004801750183	0.19952623149688797	lower_left	left	True	-1.0877008963425157	-0.9262466134248495	-0.6858505829531836
51	383.35513615608215	0.1288249551693134	lower_right	right	True	-1.095750616504948	-0.9432469996859978	-0.7173923598315154
52	389.10993814468384	0.12302687708123815	upper_right	right	True	-1.0996833969966164	-0.9496688694305917	-0.7279429496859042
53	395.4653789997101	0.12302687708123815	upper_left	left	True	-1.1037366072700907	-0.9553569506949068	-0.7372996840993933
54	401.43713212013245	0.1096478196143185	lower_left	right	False	-1.1075323627351583	-0.9610912648481738	-0.746846155960704
55	407.3254179954529	0.12589254117941673	upper_right	left	False	-1.1039899011415955	-0.9563656978788768	-0.7395185680542917
56	413.31385111808777	0.18620871366628675	lower_left	left	True	-1.0982566643972356	-0.9488844469482876	-0.7277975885521739
57	419.08568716049194	0.1445439770745927	upper_right	right	True	-1.1054631581132202	-0.9632307399513362	-0.7556052306912455
58	425.30730509757996	0.12589254117941673	upper_right	right	True	-1.1102750408693813	-0.9716140482762643	-0.7707869934555059
59	431.7961621284485	0.1479108388168207	upper_right	left	False	-1.1144333991010325	-0.9774774270142665	-0.7810642635973006
60	438.6687881946564	0.12302687708123815	lower_left	left	True	-1.1047744820707475	-0.9645773944037863	-0.760017879073918
61	445.3742949962616	0.12302687708123815	lower_left	left	True	-1.1081530930245365	-0.9699632696639068	-0.7693818038132061
62	451.57955598831177	0.13489628825916536	upper_left	right	False	-1.1116651216973716	-0.9753674989188913	-0.7788472795856505
63	457.56798815727234	0.28183829312644537	lower_right	right	True	-1.1050126372990792	-0.9661621758267045	-0.7636259394646407
64	463.1726920604706	0.1096478196143185	lower_left	left	True	-1.1082713566762188	-0.9805877710844515	-0.8052753605330525
65	469.96182799339294	0.12589254117941673	lower_right	right	True	-1.110581393858764	-0.9840081477800846	-0.8111210114150944
66	475.6999931335449	0.10715193052376065	upper_left	left	True	-1.1143440452358238	-0.9890979295163635	-0.8199492212290892
67	482.9394152164459	0.12022644346174131	lower_right	left	False	-1.1166684058022676	-0.9923173966594074	-0.8251462937720044
68	490.0288290977478	0.1548816618912481	lower_left	left	True	-1.112174011834463	-0.9867382374328514	-0.8162691458365087
69	496.2841761112213	0.2344228815319922	upper_left	right	False	-1.1172806752570377	-0.9950243711800186	-0.831540311382362
70	503.13986110687256	0.11748975549395298	upper_right	right	True	-1.0792508940828227	-0.942988458398305	-0.7456903365591322
71	510.4961140155792	0.1412537544622754	lower_left	left	True	-1.0818762806475237	-0.9468226038713501	-0.7522997815468309
72	517.7522151470184	0.12589254117941673	lower_left	right	False	-1.0859683811016057	-0.9532801050531459	-0.7638240486612977
73	524.6581020355225	0.12022644346174131	upper_left	left	True	-1.0817186568289634	-0.9475774420514773	-0.754404717184328
74	531.0134670734406	0.1318256738556407	lower_right	left	False	-1.084526693674763	-0.9516618277939096	-0.7615575244995989
75	538.5698661804199	0.12022644346174131	lower_left	right	False	-1.07950987256369	-0.9450303504052542	-0.7506322216541204
76	544.9419062137604	0.1148153621496883	upper_right	left	False	-1.0764069121395428	-0.9402979077491596	-0.7427531841652428
77	550.9136590957642	0.21877616239495523	upper_left	left	True	-1.0735962514882567	-0.9363165077951937	-0.736192196652127
78	556.4516530036926	0.1148153621496883	lower_left	left	True	-1.0793614440103512	-0.950703779532944	-0.7674371669322884
79	563.6077539920807	0.11748975549395298	lower_right	right	True	-1.0816394523810948	-0.9540236119396639	-0.7732310792866078
80	570.0464971065521	0.11220184543019636	upper_right	right	True	-1.0841217872086082	-0.9575876251600222	-0.7796108992375285
81	577.135812997818	0.1096478196143185	lower_right	left	False	-1.0861812266275277	-0.9606954653824838	-0.7849158024129277
82	583.824832201004	0.831763771102671	lower_left	left	True	-1.0838172890085935	-0.9574070355934479	-0.7795166900015442
83	589.6130771636963	0.12302687708123815	lower_left	left	True	-1.0838557599884568	-0.9584013778773066	-0.7821277258259325
84	596.4680910110474	0.16982436524617442	upper_right	right	True	-1.0864742947782404	-0.9623985939437708	-0.789154697417916
85	602.2737581729889	0.16218100973589297	lower_left	left	True	-1.0911640788288086	-0.9711897467233226	-0.8059277359192965
86	608.4789700508118	0.11220184543019636	upper_right	right	True	-1.0958798539266719	-0.9789890492327751	-0.820779002578052
87	614.5507950782776	0.1445439770745927	upper_right	right	True	-1.0978136284200921	-0.981964876078578	-0.8257718019957758
88	621.3732681274414	0.10715193052376065	lower_right	left	False	-1.1014108507799583	-0.9878654353503574	-0.836446995107841
89	628.5626990795135	0.1479108388168207	upper_left	left	True	-1.0991345954845095	-0.9849066047939065	-0.831686154053682
90	635.8020870685577	0.10471285480508996	upper_left	right	False	-1.1031324187527516	-0.991051976533396	-0.8428104185222065
91	642.8915150165558	0.10715193052376065	upper_left	right	False	-1.1008827599251525	-0.9883436991744561	-0.8384767253722417
92	649.8640251159668	0.16982436524617442	upper_right	right	True	-1.09876026350523	-0.9854270621605339	-0.8336350656596941
93	655.9692161083221	0.10715193052376065	upper_right	left	False	-1.1034098617180246	-0.9934155316742475	-0.8490741178060197
94	663.2920892238617	0.1380384264602885	lower_left	left	True	-1.1010518836009848	-0.9905524968392141	-0.8443061565571388
95	670.147821187973	0.12302687708123815	upper_right	left	False	-1.104505971105699	-0.9955564320712149	-0.8531975910404354
96	676.8702042102814	0.12589254117941673	upper_left	right	False	-1.1007694455297097	-0.9909530783692373	-0.845728066442017
97	683.0087511539459	0.10715193052376065	lower_left	left	True	-1.0973286521646544	-0.9860115174047144	-0.8376945241702093
98	690.3816201686859	0.1380384264602885	upper_left	right	False	-1.0988530641997394	-0.9884537449628991	-0.841874966513892
99	696.4367980957031	0.11220184543019636	lower_left	left	True	-1.0941277563479757	-0.9816961506577255	-0.8307904043709698
100	702.5919651985168	0.1288249551693134	lower_left	left	True	-1.0960046969355752	-0.9844849428208439	-0.8354923137893513
